cliente,servico,review,sentimento_modelo,sentimento
Cliente_020,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_025,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_019,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_005,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_075,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_128,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_072,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_155,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_040,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_026,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_027,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_190,TV,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_083,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_128,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_178,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_170,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_157,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_167,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_188,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_169,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_033,Internet,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_097,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_111,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_016,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_023,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_135,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_026,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_096,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_012,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_072,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_133,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_106,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_117,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_197,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_177,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_026,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_133,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_022,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_013,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_156,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_161,Nuvem,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_107,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_023,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_097,TV,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_018,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_117,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_030,Fibra Óptica,Não resolve meu problema nunca.,1 star,Negativo
Cliente_026,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_144,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_039,TV,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_161,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_154,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_176,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_193,Streaming,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_166,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_130,Telefone,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_113,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_134,Telefone,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_046,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_050,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_166,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_106,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_146,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_155,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_169,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_072,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_074,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_017,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_190,Telefone,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_157,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_186,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_070,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_150,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_006,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_026,Nuvem,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_167,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_140,Fibra Óptica,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_099,Nuvem,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_142,TV,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_022,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_051,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_151,Fibra Óptica,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_176,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_199,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_104,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_178,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_089,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_141,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_138,Fibra Óptica,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_183,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_009,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_079,Streaming,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_052,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_130,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_153,Nuvem,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_013,Fibra Óptica,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_051,Telefone,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_186,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_034,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_035,TV,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_131,Nuvem,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_120,Telefone,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_187,Nuvem,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_070,Fibra Óptica,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_176,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_192,Fibra Óptica,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_147,Internet,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_067,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_103,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_073,Streaming,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_116,Fibra Óptica,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_133,TV,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_067,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_139,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_121,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_094,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_196,Nuvem,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_197,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_129,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_091,Streaming,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_092,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_063,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_029,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_012,Streaming,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_077,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_041,Internet,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_130,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_037,Telefone,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_173,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_176,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_024,Nuvem,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_099,Streaming,Não resolve meu problema nunca.,1 star,Negativo
Cliente_150,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_100,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_139,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_058,Streaming,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_174,Telefone,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_029,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_163,Streaming,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_143,Telefone,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_060,Nuvem,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_095,Internet,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_042,Streaming,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_043,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_074,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_177,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_192,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_160,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_064,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_002,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_152,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_066,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_166,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_031,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_115,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_026,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_029,Fibra Óptica,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_195,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_078,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_025,Streaming,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_048,Fibra Óptica,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_065,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_181,Fibra Óptica,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_067,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_090,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_146,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_137,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_038,Telefone,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_087,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_149,Streaming,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_065,Telefone,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_149,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_027,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_106,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_123,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_198,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_044,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_100,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_028,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_173,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_017,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_127,Streaming,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_123,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_168,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_131,Fibra Óptica,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_076,Streaming,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_194,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_046,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_158,Fibra Óptica,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_069,Internet,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_137,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_085,Fibra Óptica,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_011,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_069,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_099,TV,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_091,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_194,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_159,Nuvem,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_161,TV,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_167,Fibra Óptica,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_094,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_174,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_165,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_115,Nuvem,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_188,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_031,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_011,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_087,Nuvem,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_121,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_130,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_105,Streaming,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_027,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_002,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_103,Nuvem,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_101,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_021,TV,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_058,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_133,TV,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_180,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_173,Internet,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_085,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_093,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_020,Telefone,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_061,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_038,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_148,TV,Não resolve meu problema nunca.,1 star,Negativo
Cliente_025,Telefone,Equipe super preparada e educada.,5 stars,Positivo
Cliente_130,TV,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_121,TV,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_160,TV,Equipe super preparada e educada.,5 stars,Positivo
Cliente_026,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_198,Fibra Óptica,Equipe super preparada e educada.,5 stars,Positivo
Cliente_169,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_067,Fibra Óptica,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_001,Telefone,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_051,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_005,Telefone,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_013,Fibra Óptica,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_147,Internet,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_140,TV,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_048,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_153,Streaming,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_057,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_115,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_035,Telefone,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_076,Nuvem,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_094,Internet,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_005,Streaming,"Muito lento, sempre com problemas.",2 stars,Negativo
Cliente_022,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_103,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_185,Nuvem,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_175,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_182,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_131,Internet,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_124,TV,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_053,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_159,TV,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_069,Telefone,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_104,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_161,Internet,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_200,Nuvem,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_178,Telefone,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_016,Telefone,Funciona na maior parte do tempo.,4 stars,Positivo
Cliente_116,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_076,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_109,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_039,Internet,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_089,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_174,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_112,Nuvem,Equipe super preparada e educada.,5 stars,Positivo
Cliente_047,TV,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_172,Telefone,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_137,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_128,TV,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_178,Streaming,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_077,TV,Péssimo suporte ao cliente.,1 star,Negativo
Cliente_188,TV,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_015,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_036,Fibra Óptica,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_063,Streaming,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_069,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_169,Telefone,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_074,Internet,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_024,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_049,Fibra Óptica,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_146,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_007,Fibra Óptica,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_004,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_090,Fibra Óptica,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_197,Nuvem,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_060,Internet,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_055,Internet,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_016,Internet,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_029,Nuvem,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_151,TV,"É um serviço ok, cumpre o que promete.",4 stars,Positivo
Cliente_014,Streaming,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_079,Streaming,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_177,Nuvem,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_033,Internet,Funcionou perfeitamente durante a viagem.,5 stars,Positivo
Cliente_153,Streaming,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_021,Nuvem,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_145,Fibra Óptica,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_023,Telefone,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_057,Streaming,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_186,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_142,Internet,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_093,Streaming,Equipe super preparada e educada.,5 stars,Positivo
Cliente_020,Nuvem,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_158,TV,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_019,Streaming,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_181,Streaming,Atendimento demorado e ineficiente.,1 star,Negativo
Cliente_103,Streaming,Péssimo! Nunca mais contrato.,1 star,Negativo
Cliente_184,Streaming,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_077,Nuvem,Não resolve meu problema nunca.,1 star,Negativo
Cliente_151,Nuvem,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_190,TV,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_033,Nuvem,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_018,Nuvem,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_073,Internet,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_161,Internet,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_160,Telefone,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_189,TV,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_182,Internet,Não resolve meu problema nunca.,1 star,Negativo
Cliente_017,TV,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_019,TV,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_070,Streaming,"Serviço comum, nem bom nem ruim.",3 stars,Neutro
Cliente_120,Fibra Óptica,"Ótimo serviço, estou muito satisfeito.",5 stars,Positivo
Cliente_101,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_034,Fibra Óptica,Ainda estou avaliando o serviço.,4 stars,Positivo
Cliente_084,TV,"Nada a reclamar, tudo dentro do esperado.",1 star,Negativo
Cliente_153,Streaming,"Fui muito bem atendido, recomendo!",5 stars,Positivo
Cliente_196,Telefone,Não resolve meu problema nunca.,1 star,Negativo
Cliente_074,Telefone,Nota 10! Melhor experiência que já tive.,5 stars,Positivo
Cliente_088,Fibra Óptica,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_085,Telefone,Poderiam oferecer mais opções.,3 stars,Neutro
Cliente_011,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_091,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_144,Streaming,Nunca consigo falar com o suporte.,1 star,Negativo
Cliente_189,Telefone,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_127,Fibra Óptica,"Serviço razoável, mas melhorou ultimamente.",3 stars,Neutro
Cliente_113,Streaming,Estou muito insatisfeito com o serviço.,1 star,Negativo
Cliente_080,Nuvem,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_007,Nuvem,"Quero cancelar, só dor de cabeça.",1 star,Negativo
Cliente_016,Streaming,Muito bom! Surpreendeu minhas expectativas.,5 stars,Positivo
Cliente_016,Streaming,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_168,Internet,"O sinal cai toda hora, não gosto.",1 star,Negativo
Cliente_012,Internet,"Cobrança correta, sem surpresas.",3 stars,Neutro
Cliente_035,TV,Atendimento cordial e sem enrolação.,1 star,Negativo
Cliente_021,Fibra Óptica,O app poderia ser mais rápido.,3 stars,Neutro
Cliente_178,TV,Estou gostando bastante do serviço.,4 stars,Positivo
Cliente_171,TV,O atendimento poderia ser melhor.,3 stars,Neutro
Cliente_017,Telefone,"Resolveu meu problema na hora, parabéns!",5 stars,Positivo
Cliente_032,Nuvem,"Experiência comum, igual a outras empresas.",5 stars,Positivo
Cliente_041,Telefone,Atendimento rápido e eficiente.,5 stars,Positivo
Cliente_134,Fibra Óptica,Não resolve meu problema nunca.,1 star,Negativo
