cliente,servico,review
Cliente_011,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_191,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_185,Nuvem,Nota 10! Melhor experiência que já tive.
Cliente_127,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_140,Internet,Ainda estou avaliando o serviço.
Cliente_073,Telefone,"Cobrança correta, sem surpresas."
Cliente_002,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_008,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_139,TV,Nota 10! Melhor experiência que já tive.
Cliente_124,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_053,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_010,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_112,Telefone,"O sinal cai toda hora, não gosto."
Cliente_008,TV,Atendimento cordial e sem enrolação.
Cliente_036,Internet,"Cobrança correta, sem surpresas."
Cliente_106,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_014,Internet,"É um serviço ok, cumpre o que promete."
Cliente_182,Internet,Não resolve meu problema nunca.
Cliente_086,Telefone,Estou gostando bastante do serviço.
Cliente_149,Telefone,Poderiam oferecer mais opções.
Cliente_050,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_167,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_020,Streaming,Atendimento rápido e eficiente.
Cliente_087,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_135,Nuvem,Estou gostando bastante do serviço.
Cliente_137,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_129,Telefone,Atendimento rápido e eficiente.
Cliente_154,Streaming,Atendimento demorado e ineficiente.
Cliente_166,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_038,TV,"Experiência comum, igual a outras empresas."
Cliente_189,Nuvem,Funciona na maior parte do tempo.
Cliente_044,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_086,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_044,Telefone,Atendimento demorado e ineficiente.
Cliente_074,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_119,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_190,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_122,TV,Atendimento demorado e ineficiente.
Cliente_134,TV,"Muito lento, sempre com problemas."
Cliente_145,Telefone,Estou gostando bastante do serviço.
Cliente_051,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_038,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_152,TV,Péssimo! Nunca mais contrato.
Cliente_051,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_010,Nuvem,Funcionou perfeitamente durante a viagem.
Cliente_120,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_200,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_149,Streaming,"Experiência comum, igual a outras empresas."
Cliente_070,Telefone,Atendimento rápido e eficiente.
Cliente_085,Streaming,Péssimo! Nunca mais contrato.
Cliente_057,TV,Não resolve meu problema nunca.
Cliente_126,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_039,Streaming,"O sinal cai toda hora, não gosto."
Cliente_033,Telefone,Nunca consigo falar com o suporte.
Cliente_187,Nuvem,Estou muito insatisfeito com o serviço.
Cliente_018,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_184,Internet,Não resolve meu problema nunca.
Cliente_057,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_096,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_048,TV,Não resolve meu problema nunca.
Cliente_042,Nuvem,Nunca consigo falar com o suporte.
Cliente_027,TV,Estou muito insatisfeito com o serviço.
Cliente_074,Internet,"Nada a reclamar, tudo dentro do esperado."
Cliente_110,Internet,Péssimo! Nunca mais contrato.
Cliente_180,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_170,TV,Ainda estou avaliando o serviço.
Cliente_032,Nuvem,"Serviço razoável, mas melhorou ultimamente."
Cliente_026,Internet,Equipe super preparada e educada.
Cliente_025,Internet,Péssimo! Nunca mais contrato.
Cliente_075,Streaming,Atendimento rápido e eficiente.
Cliente_023,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_057,Telefone,Péssimo suporte ao cliente.
Cliente_180,Internet,Equipe super preparada e educada.
Cliente_126,Nuvem,Não resolve meu problema nunca.
Cliente_087,Nuvem,"Cobrança correta, sem surpresas."
Cliente_031,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_064,Nuvem,Atendimento rápido e eficiente.
Cliente_199,Streaming,"Cobrança correta, sem surpresas."
Cliente_033,Internet,Péssimo! Nunca mais contrato.
Cliente_002,Internet,Péssimo suporte ao cliente.
Cliente_018,Internet,O atendimento poderia ser melhor.
Cliente_175,Internet,Atendimento rápido e eficiente.
Cliente_161,Telefone,Equipe super preparada e educada.
Cliente_084,Fibra Óptica,Funcionou perfeitamente durante a viagem.
Cliente_035,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_179,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_114,Internet,Estou muito insatisfeito com o serviço.
Cliente_146,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_110,Streaming,"Muito lento, sempre com problemas."
Cliente_088,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_072,TV,Funcionou perfeitamente durante a viagem.
Cliente_125,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_030,TV,Nota 10! Melhor experiência que já tive.
Cliente_172,TV,Péssimo! Nunca mais contrato.
Cliente_053,Internet,"Cobrança correta, sem surpresas."
Cliente_138,TV,Ainda estou avaliando o serviço.
Cliente_087,Internet,Péssimo suporte ao cliente.
Cliente_180,Telefone,Poderiam oferecer mais opções.
Cliente_177,Nuvem,Atendimento cordial e sem enrolação.
Cliente_139,TV,"Quero cancelar, só dor de cabeça."
Cliente_194,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_186,Internet,Atendimento demorado e ineficiente.
Cliente_164,TV,"Fui muito bem atendido, recomendo!"
Cliente_161,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_175,Telefone,Não resolve meu problema nunca.
Cliente_013,Fibra Óptica,O atendimento poderia ser melhor.
Cliente_040,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_089,TV,Péssimo suporte ao cliente.
Cliente_068,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_042,Fibra Óptica,Funcionou perfeitamente durante a viagem.
Cliente_147,Streaming,Atendimento rápido e eficiente.
Cliente_094,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_019,Streaming,Atendimento cordial e sem enrolação.
Cliente_186,Telefone,Funciona na maior parte do tempo.
Cliente_023,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_054,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_065,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_140,Streaming,Nunca consigo falar com o suporte.
Cliente_024,Internet,Nota 10! Melhor experiência que já tive.
Cliente_034,Internet,"Serviço comum, nem bom nem ruim."
Cliente_053,Nuvem,Equipe super preparada e educada.
Cliente_136,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_018,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_057,Internet,"Serviço comum, nem bom nem ruim."
Cliente_112,Streaming,Estou gostando bastante do serviço.
Cliente_005,Nuvem,Péssimo! Nunca mais contrato.
Cliente_154,Internet,Péssimo! Nunca mais contrato.
Cliente_158,Nuvem,Atendimento rápido e eficiente.
Cliente_182,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_013,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_083,Nuvem,Funciona na maior parte do tempo.
Cliente_029,Internet,Atendimento cordial e sem enrolação.
Cliente_003,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_090,Internet,Equipe super preparada e educada.
Cliente_104,Internet,Funciona na maior parte do tempo.
Cliente_123,Nuvem,Atendimento rápido e eficiente.
Cliente_186,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_076,TV,Não resolve meu problema nunca.
Cliente_130,TV,Ainda estou avaliando o serviço.
Cliente_108,TV,Atendimento rápido e eficiente.
Cliente_156,Internet,Estou gostando bastante do serviço.
Cliente_082,Nuvem,"É um serviço ok, cumpre o que promete."
Cliente_077,TV,Atendimento rápido e eficiente.
Cliente_002,Telefone,"Cobrança correta, sem surpresas."
Cliente_127,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_135,Telefone,Nunca consigo falar com o suporte.
Cliente_026,Streaming,Ainda estou avaliando o serviço.
Cliente_088,Nuvem,Poderiam oferecer mais opções.
Cliente_016,Internet,"Serviço razoável, mas melhorou ultimamente."
Cliente_151,Internet,"Fui muito bem atendido, recomendo!"
Cliente_168,Nuvem,Nota 10! Melhor experiência que já tive.
Cliente_188,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_073,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_032,Streaming,Nunca consigo falar com o suporte.
Cliente_015,Nuvem,"O sinal cai toda hora, não gosto."
Cliente_141,Fibra Óptica,"Nada a reclamar, tudo dentro do esperado."
Cliente_005,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_074,TV,"Quero cancelar, só dor de cabeça."
Cliente_052,TV,Estou muito insatisfeito com o serviço.
Cliente_077,Streaming,Atendimento rápido e eficiente.
Cliente_169,Nuvem,Atendimento demorado e ineficiente.
Cliente_181,TV,Poderiam oferecer mais opções.
Cliente_110,Nuvem,Nunca consigo falar com o suporte.
Cliente_178,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_143,TV,"É um serviço ok, cumpre o que promete."
Cliente_106,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_127,Nuvem,"Serviço razoável, mas melhorou ultimamente."
Cliente_007,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_040,Telefone,Atendimento rápido e eficiente.
Cliente_156,Streaming,Atendimento cordial e sem enrolação.
Cliente_160,Internet,O atendimento poderia ser melhor.
Cliente_099,Streaming,"Muito lento, sempre com problemas."
Cliente_143,Nuvem,Atendimento cordial e sem enrolação.
Cliente_085,Nuvem,Estou gostando bastante do serviço.
Cliente_198,Streaming,Equipe super preparada e educada.
Cliente_065,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_132,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_011,TV,Péssimo! Nunca mais contrato.
Cliente_108,Nuvem,"Muito lento, sempre com problemas."
Cliente_026,Streaming,Estou gostando bastante do serviço.
Cliente_189,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_165,Streaming,Péssimo suporte ao cliente.
Cliente_151,Telefone,Estou gostando bastante do serviço.
Cliente_085,Fibra Óptica,"Quero cancelar, só dor de cabeça."
Cliente_168,Fibra Óptica,"É um serviço ok, cumpre o que promete."
Cliente_151,Telefone,Equipe super preparada e educada.
Cliente_123,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_144,Telefone,Nunca consigo falar com o suporte.
Cliente_189,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_068,Telefone,Atendimento demorado e ineficiente.
Cliente_104,Telefone,Atendimento cordial e sem enrolação.
Cliente_080,Fibra Óptica,"Experiência comum, igual a outras empresas."
Cliente_159,Telefone,Nunca consigo falar com o suporte.
Cliente_053,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_106,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_153,Streaming,"O sinal cai toda hora, não gosto."
Cliente_044,Internet,Equipe super preparada e educada.
Cliente_140,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_090,Telefone,Estou gostando bastante do serviço.
Cliente_101,Streaming,Atendimento cordial e sem enrolação.
Cliente_097,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_009,Telefone,"O sinal cai toda hora, não gosto."
Cliente_012,Internet,Nunca consigo falar com o suporte.
Cliente_069,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_182,Internet,Atendimento demorado e ineficiente.
Cliente_182,TV,Atendimento demorado e ineficiente.
Cliente_028,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_056,TV,Atendimento demorado e ineficiente.
Cliente_099,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_197,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_110,Internet,Atendimento rápido e eficiente.
Cliente_077,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_103,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_106,Nuvem,Atendimento rápido e eficiente.
Cliente_109,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_112,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_058,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_078,Nuvem,Funciona na maior parte do tempo.
Cliente_075,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_042,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_166,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_068,Internet,Estou gostando bastante do serviço.
Cliente_181,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_033,Internet,Péssimo suporte ao cliente.
Cliente_071,Internet,Ainda estou avaliando o serviço.
Cliente_056,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_105,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_200,Streaming,Ainda estou avaliando o serviço.
Cliente_101,Internet,"Fui muito bem atendido, recomendo!"
Cliente_051,TV,"Quero cancelar, só dor de cabeça."
Cliente_074,Nuvem,"Experiência comum, igual a outras empresas."
Cliente_171,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_121,Telefone,Estou muito insatisfeito com o serviço.
Cliente_143,Streaming,Estou muito insatisfeito com o serviço.
Cliente_166,Fibra Óptica,Não resolve meu problema nunca.
Cliente_143,Telefone,Funcionou perfeitamente durante a viagem.
Cliente_005,Nuvem,Nunca consigo falar com o suporte.
Cliente_083,TV,"Serviço comum, nem bom nem ruim."
Cliente_182,Internet,Atendimento rápido e eficiente.
Cliente_051,Streaming,Poderiam oferecer mais opções.
Cliente_010,Telefone,Equipe super preparada e educada.
Cliente_140,Nuvem,Estou gostando bastante do serviço.
Cliente_004,Internet,Estou gostando bastante do serviço.
Cliente_095,Nuvem,Péssimo! Nunca mais contrato.
Cliente_146,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_080,Internet,Atendimento cordial e sem enrolação.
Cliente_036,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_025,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_098,Telefone,"Quero cancelar, só dor de cabeça."
Cliente_164,Internet,"Fui muito bem atendido, recomendo!"
Cliente_101,Nuvem,Atendimento demorado e ineficiente.
Cliente_195,Telefone,"Experiência comum, igual a outras empresas."
Cliente_009,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_061,Nuvem,Atendimento demorado e ineficiente.
Cliente_053,Nuvem,O app poderia ser mais rápido.
Cliente_146,Streaming,Equipe super preparada e educada.
Cliente_171,Nuvem,Estou gostando bastante do serviço.
Cliente_163,Fibra Óptica,Péssimo! Nunca mais contrato.
Cliente_063,TV,Equipe super preparada e educada.
Cliente_121,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_105,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_004,Internet,O app poderia ser mais rápido.
Cliente_093,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_169,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_173,Internet,Muito bom! Surpreendeu minhas expectativas.
Cliente_178,Fibra Óptica,"Serviço comum, nem bom nem ruim."
Cliente_028,Telefone,Não resolve meu problema nunca.
Cliente_170,Telefone,"Serviço comum, nem bom nem ruim."
Cliente_080,TV,Não resolve meu problema nunca.
Cliente_076,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_116,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_069,Internet,Estou muito insatisfeito com o serviço.
Cliente_098,Internet,Péssimo suporte ao cliente.
Cliente_001,Internet,Atendimento demorado e ineficiente.
Cliente_167,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_096,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_017,Streaming,"Fui muito bem atendido, recomendo!"
Cliente_112,TV,Nunca consigo falar com o suporte.
Cliente_091,Nuvem,Péssimo! Nunca mais contrato.
Cliente_088,Nuvem,Nunca consigo falar com o suporte.
Cliente_163,TV,Atendimento rápido e eficiente.
Cliente_174,Nuvem,Péssimo! Nunca mais contrato.
Cliente_170,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_167,TV,"Cobrança correta, sem surpresas."
Cliente_090,TV,Muito bom! Surpreendeu minhas expectativas.
Cliente_049,Telefone,O app poderia ser mais rápido.
Cliente_190,Streaming,"Quero cancelar, só dor de cabeça."
Cliente_038,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_151,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_150,Nuvem,Equipe super preparada e educada.
Cliente_132,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_177,TV,"É um serviço ok, cumpre o que promete."
Cliente_059,TV,Péssimo! Nunca mais contrato.
Cliente_068,TV,Péssimo! Nunca mais contrato.
Cliente_199,Nuvem,Péssimo! Nunca mais contrato.
Cliente_130,Nuvem,"Serviço comum, nem bom nem ruim."
Cliente_049,Fibra Óptica,O app poderia ser mais rápido.
Cliente_126,Streaming,Estou muito insatisfeito com o serviço.
Cliente_159,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_111,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_168,Nuvem,Atendimento demorado e ineficiente.
Cliente_048,Streaming,Equipe super preparada e educada.
Cliente_051,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_043,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_098,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_183,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_177,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_124,Telefone,Estou muito insatisfeito com o serviço.
Cliente_080,Telefone,Estou gostando bastante do serviço.
Cliente_185,Nuvem,Nunca consigo falar com o suporte.
Cliente_111,TV,"Muito lento, sempre com problemas."
Cliente_143,TV,Atendimento rápido e eficiente.
Cliente_027,Streaming,Atendimento rápido e eficiente.
Cliente_196,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_192,Telefone,Péssimo! Nunca mais contrato.
Cliente_158,Fibra Óptica,Poderiam oferecer mais opções.
Cliente_164,Streaming,Não resolve meu problema nunca.
Cliente_195,Fibra Óptica,O app poderia ser mais rápido.
Cliente_113,Streaming,"Cobrança correta, sem surpresas."
Cliente_086,Internet,Estou gostando bastante do serviço.
Cliente_114,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_124,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_049,Fibra Óptica,"Muito lento, sempre com problemas."
Cliente_076,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_055,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_056,Telefone,"É um serviço ok, cumpre o que promete."
Cliente_196,Internet,Poderiam oferecer mais opções.
Cliente_095,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_044,Telefone,Muito bom! Surpreendeu minhas expectativas.
Cliente_159,TV,"O sinal cai toda hora, não gosto."
Cliente_186,Internet,Não resolve meu problema nunca.
Cliente_087,Internet,Poderiam oferecer mais opções.
Cliente_181,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_084,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_151,TV,"Resolveu meu problema na hora, parabéns!"
Cliente_156,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_016,Nuvem,Muito bom! Surpreendeu minhas expectativas.
Cliente_165,Telefone,"Nada a reclamar, tudo dentro do esperado."
Cliente_149,Telefone,Atendimento rápido e eficiente.
Cliente_145,Streaming,"Serviço comum, nem bom nem ruim."
Cliente_037,Telefone,Equipe super preparada e educada.
Cliente_077,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_147,Telefone,Nunca consigo falar com o suporte.
Cliente_158,Fibra Óptica,Estou muito insatisfeito com o serviço.
Cliente_045,Nuvem,O atendimento poderia ser melhor.
Cliente_146,TV,"Serviço razoável, mas melhorou ultimamente."
Cliente_062,Internet,"Ótimo serviço, estou muito satisfeito."
Cliente_164,Streaming,Não resolve meu problema nunca.
Cliente_100,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_052,Fibra Óptica,Péssimo suporte ao cliente.
Cliente_019,Nuvem,Estou gostando bastante do serviço.
Cliente_109,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_044,Internet,Funciona na maior parte do tempo.
Cliente_007,TV,"Cobrança correta, sem surpresas."
Cliente_172,Streaming,Estou gostando bastante do serviço.
Cliente_117,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_068,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_034,Streaming,O app poderia ser mais rápido.
Cliente_194,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_069,Telefone,Equipe super preparada e educada.
Cliente_055,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_010,TV,Péssimo! Nunca mais contrato.
Cliente_042,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_041,TV,Não resolve meu problema nunca.
Cliente_197,Streaming,Atendimento rápido e eficiente.
Cliente_122,Telefone,Nota 10! Melhor experiência que já tive.
Cliente_138,TV,Estou gostando bastante do serviço.
Cliente_010,Nuvem,Equipe super preparada e educada.
Cliente_102,Fibra Óptica,"O sinal cai toda hora, não gosto."
Cliente_188,Streaming,Equipe super preparada e educada.
Cliente_128,Telefone,Péssimo! Nunca mais contrato.
Cliente_179,Nuvem,Atendimento cordial e sem enrolação.
Cliente_149,Streaming,Nota 10! Melhor experiência que já tive.
Cliente_136,Telefone,"Experiência comum, igual a outras empresas."
Cliente_193,Nuvem,"Cobrança correta, sem surpresas."
Cliente_092,TV,"Fui muito bem atendido, recomendo!"
Cliente_113,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_078,Streaming,Ainda estou avaliando o serviço.
Cliente_085,TV,Atendimento rápido e eficiente.
Cliente_030,Internet,Atendimento cordial e sem enrolação.
Cliente_049,Nuvem,Ainda estou avaliando o serviço.
Cliente_009,TV,"Serviço comum, nem bom nem ruim."
Cliente_145,Streaming,Estou gostando bastante do serviço.
Cliente_069,Nuvem,O app poderia ser mais rápido.
Cliente_058,Nuvem,Equipe super preparada e educada.
Cliente_185,Internet,Estou muito insatisfeito com o serviço.
Cliente_062,Streaming,Funcionou perfeitamente durante a viagem.
Cliente_052,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_189,Internet,Atendimento cordial e sem enrolação.
Cliente_040,Internet,Funciona na maior parte do tempo.
Cliente_166,Telefone,Estou gostando bastante do serviço.
Cliente_171,Telefone,Não resolve meu problema nunca.
Cliente_063,Internet,"Muito lento, sempre com problemas."
Cliente_147,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_050,TV,"Nada a reclamar, tudo dentro do esperado."
Cliente_161,TV,Nota 10! Melhor experiência que já tive.
Cliente_141,Internet,Estou muito insatisfeito com o serviço.
Cliente_078,Nuvem,"Fui muito bem atendido, recomendo!"
Cliente_097,Telefone,"O sinal cai toda hora, não gosto."
Cliente_190,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_043,Internet,"Experiência comum, igual a outras empresas."
Cliente_177,Streaming,Poderiam oferecer mais opções.
Cliente_036,Nuvem,Poderiam oferecer mais opções.
Cliente_122,Streaming,"É um serviço ok, cumpre o que promete."
Cliente_108,Streaming,"Nada a reclamar, tudo dentro do esperado."
Cliente_010,Internet,Estou muito insatisfeito com o serviço.
Cliente_095,Nuvem,Ainda estou avaliando o serviço.
Cliente_006,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_057,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_129,TV,"O sinal cai toda hora, não gosto."
Cliente_071,Fibra Óptica,"Resolveu meu problema na hora, parabéns!"
Cliente_186,Streaming,"Ótimo serviço, estou muito satisfeito."
Cliente_021,Streaming,O atendimento poderia ser melhor.
Cliente_092,Nuvem,Não resolve meu problema nunca.
Cliente_127,Fibra Óptica,O app poderia ser mais rápido.
Cliente_080,TV,Péssimo suporte ao cliente.
Cliente_056,Streaming,Atendimento demorado e ineficiente.
Cliente_116,Internet,Ainda estou avaliando o serviço.
Cliente_148,Nuvem,"Ótimo serviço, estou muito satisfeito."
Cliente_182,Nuvem,O atendimento poderia ser melhor.
Cliente_025,Streaming,"Resolveu meu problema na hora, parabéns!"
Cliente_156,TV,"Muito lento, sempre com problemas."
Cliente_005,Streaming,Atendimento rápido e eficiente.
Cliente_120,Telefone,Ainda estou avaliando o serviço.
Cliente_021,Streaming,"O sinal cai toda hora, não gosto."
Cliente_018,Fibra Óptica,Nota 10! Melhor experiência que já tive.
Cliente_175,Fibra Óptica,Equipe super preparada e educada.
Cliente_198,Telefone,"Muito lento, sempre com problemas."
Cliente_057,Fibra Óptica,Ainda estou avaliando o serviço.
Cliente_093,Fibra Óptica,Não resolve meu problema nunca.
Cliente_019,Internet,"Fui muito bem atendido, recomendo!"
Cliente_128,Nuvem,"Quero cancelar, só dor de cabeça."
Cliente_097,Fibra Óptica,Nunca consigo falar com o suporte.
Cliente_193,Nuvem,"Nada a reclamar, tudo dentro do esperado."
Cliente_131,TV,Não resolve meu problema nunca.
Cliente_170,Streaming,"Serviço razoável, mas melhorou ultimamente."
Cliente_021,Internet,"É um serviço ok, cumpre o que promete."
Cliente_040,Telefone,Péssimo! Nunca mais contrato.
Cliente_067,TV,Atendimento cordial e sem enrolação.
Cliente_153,Internet,Funcionou perfeitamente durante a viagem.
Cliente_127,Internet,Nota 10! Melhor experiência que já tive.
Cliente_055,Telefone,"Resolveu meu problema na hora, parabéns!"
Cliente_180,Telefone,Atendimento demorado e ineficiente.
Cliente_172,Nuvem,Equipe super preparada e educada.
Cliente_109,Streaming,Muito bom! Surpreendeu minhas expectativas.
Cliente_098,TV,"Quero cancelar, só dor de cabeça."
Cliente_184,Streaming,"Cobrança correta, sem surpresas."
Cliente_183,TV,"Fui muito bem atendido, recomendo!"
Cliente_112,Internet,Poderiam oferecer mais opções.
Cliente_198,Fibra Óptica,Atendimento demorado e ineficiente.
Cliente_115,Fibra Óptica,"Cobrança correta, sem surpresas."
Cliente_117,Telefone,"Serviço razoável, mas melhorou ultimamente."
Cliente_087,Telefone,"O sinal cai toda hora, não gosto."
Cliente_081,Internet,"Cobrança correta, sem surpresas."
Cliente_066,Internet,"Resolveu meu problema na hora, parabéns!"
Cliente_019,TV,"Experiência comum, igual a outras empresas."
Cliente_135,Internet,"Quero cancelar, só dor de cabeça."
Cliente_118,TV,Estou muito insatisfeito com o serviço.
Cliente_191,Streaming,"O sinal cai toda hora, não gosto."
Cliente_042,Telefone,"Fui muito bem atendido, recomendo!"
Cliente_042,Telefone,Poderiam oferecer mais opções.
Cliente_059,Fibra Óptica,Funciona na maior parte do tempo.
Cliente_020,Fibra Óptica,Estou gostando bastante do serviço.
Cliente_073,Telefone,"Muito lento, sempre com problemas."
Cliente_017,Streaming,Estou muito insatisfeito com o serviço.
Cliente_027,Streaming,Nunca consigo falar com o suporte.
Cliente_175,Nuvem,"Resolveu meu problema na hora, parabéns!"
Cliente_002,TV,Funcionou perfeitamente durante a viagem.
Cliente_063,Fibra Óptica,Atendimento rápido e eficiente.
Cliente_062,TV,Atendimento cordial e sem enrolação.
Cliente_100,Fibra Óptica,O app poderia ser mais rápido.
